,data
198,-0.1277382877373322
199,-1.3851591573676638
200,-1.0072069589667956
201,-0.2918792771547459
202,-0.4962528960596055
203,-0.43432170511743584
204,-0.9546750479769653
205,-0.7301795213784721
206,-1.332140337738541
207,-1.5497824604911874
208,-0.951832165029127
209,-1.1466609585128473
210,-1.5341562648802038
211,0.25245512123367286
212,-0.7356514452991089
213,-1.3005027334106485
214,-2.3361675333045633
215,-0.41608736251709233
216,-0.7071069930632607
217,-0.2935330498081726
218,-0.0745603308920561
219,-1.6026194449374553
220,0.26580878999557417
221,-0.9368195206144563
222,-1.1341230797439572
223,-0.4342573329930274
224,-1.2992784354288471
225,-0.2800798821414491
226,-1.1159926151031285
227,-0.2902747479124801
228,-0.6227196219781255
229,-1.0529561783866903
230,-1.464797385168319
231,-1.6097767620882975
232,-2.016477095939279
233,-0.7612293346865283
234,-0.5267447107929651
235,-0.69369758590494
236,-1.5184143645249222
237,-2.5957074442121675
238,-1.1756430722195785
239,-0.9153340630995745
240,-1.9150200003643036
241,-0.8236439293482117
242,-1.4609759797214255
243,-1.0972272146927105
244,0.11329575975558187
245,-0.9677431499322873
246,-1.577771719571498
247,-2.05781642392712
248,-0.7348009385789319
249,-0.5449016389426633
250,-2.3018280829647333
251,-1.3036918583010078
252,0.26366284456889844
253,-0.8545974936589416
254,-0.0031581785223393777
255,-0.9259761288273618
256,-1.4183538901515313
257,-0.9548624056759913
258,-1.3004209260099782
259,-0.7030769842739114
260,-0.13446499230474052
261,-1.5968421175858407
262,-0.3909308644264171
263,-1.1627208751857656
264,-1.7196091075318687
265,-0.43289247791170865
266,-0.05677053533239687
267,0.08334185342041386
268,-0.03580472942893265
269,-1.3512623827674344
270,-1.0183604867643548
271,0.07363943375229376
272,-0.7003211476025782
273,-0.8412512736598432
274,-0.9423961893670751
275,-1.1170446378908678
276,-0.9264115080645247
277,-0.8047269659287049
278,-0.22828144492750663
279,-0.3799779178685354
280,-1.2122903431932612
281,-1.04554054769656
282,-0.7209958050141185
283,-0.9498217372911135
284,-0.26401863509212464
285,-1.4343288941761008
286,-1.0048387407413975
287,-0.41976269789163534
288,-0.14338822554591446
289,-2.3159289934845844
290,-0.022972356734146753
291,-1.3662584406516143
292,0.1940426505347573
293,-0.4229215432270059
294,-0.6415018850136713
295,-0.3064863948560128
296,-0.08256584298512284
297,0.15868668852421616
298,-0.9578145634283328
299,-0.6499064828794228
300,-0.8763299094105902
301,-0.41017646447725664
302,0.2025817404146544
303,-0.7615292625838019
304,-1.5155096462840245
305,-0.23241198639110952
306,-0.5730924490101748
307,-0.05543878688589188
308,-0.4124194972302429
309,-0.4514801464158575
310,-0.47260295360278204
311,0.30733795708042877
312,-0.45986706201668237
313,-1.8441564856799564
314,-0.2792815659206897
315,-0.7948423449151405
316,-0.5206966449872411
317,-0.656157920231289
318,-0.21944244911457378
319,-1.0114468057019297
320,-0.5882138602144275
321,-0.6562909941113063
322,-1.036879439189557
323,-0.05164035859703453
324,-0.7391235311408957
325,-0.9027787865812089
326,-0.7652551243278741
327,-0.8862496740297816
328,-1.5611547745858676
329,-1.1414771307252949
330,-0.38872921920255443
331,-1.129379491545391
332,-1.0416132860872636
333,-1.1367923958177104
334,-0.7450368892247927
335,-0.10992120529806222
336,-0.6433857772167004
337,-0.403344265267065
338,-1.4677673499838026
339,-0.23399380370873865
340,-1.3901661483778593
341,-0.9328959840381791
342,-1.5623358095800988
343,-0.5645722526808455
344,-0.06857078961345248
345,-0.7023868401564257
346,0.04275624541307632
347,-1.41006641896157
348,-0.6990595710834953
349,-0.05682186042995668
350,-0.12075460069178309
351,-1.3401792000439845
352,-0.5167527097511724
353,-1.506632649558101
354,-0.7534366709927298
355,0.20610634139625
356,-0.22998655066788876
357,-0.025855178738819488
358,-0.6132039247196466
359,-0.7496220090704917
360,-1.7314168867012953
361,0.09790253675841354
362,-2.0176338409299834
363,0.1944498281877593
364,-0.6276163852862462
365,-1.1822032838989023
366,-0.8535554628559294
367,-0.946937863838077
368,-0.08109903227112866
369,-0.20884900761484054
370,-0.026133887924192592
371,-1.6155996104483896
372,0.06862294020064723
373,-0.6323429095589531
374,-0.6424875804997892
375,-1.0819612452059992
376,-1.121454034876047
377,-0.08699310636429909
378,-0.35634549248435166
379,-1.328112396568767
380,-0.06356379920387062
381,-0.4289955886005366
382,-1.0676357262349763
383,-0.62761517888442
384,-1.480454233567075
385,-0.7643110531940356
386,-0.20670894076831337
387,-1.126663290871631
388,-1.9133016759634398
389,-0.06553139325846204
390,-1.3851325824298208
391,-1.3254620225998774
392,-1.466155161140233
393,0.11796866203895806
394,-0.643023034875996
395,-0.4944988744623766
396,-0.8437212147898735
397,-1.614321210162244
398,-1.036100592121032
399,-0.8499446147116262
400,-0.45748824165169216
401,-1.755593568336362
402,-1.7400888513831752
403,-0.1839766604720011
404,-0.2296521043914448
405,0.11134511829514078
406,-0.45952548702261775
407,-0.7064624497354217
408,-0.48375620754574006
409,-0.49829512340196946
410,-1.370941598634507
411,0.2971989364842433
412,-0.769197041315847
413,-0.09382105464076541
414,-0.8364094808384431
415,-0.0018984171554653484
416,0.3335625542735675
417,-1.0198203664547871
418,-1.2742242860356288
419,-1.0485798512887499
420,-0.41765369209021097
421,-1.4620531897318982
422,-1.8166586656741774
423,-0.8760815178896564
424,-0.37238137524493725
425,-1.041362819640325
426,-1.2167943433745143
427,-0.17811913989212577
428,-0.553744378404164
429,-1.275845066452219
430,-0.7485820176066479
431,0.27536344755200703
432,-1.9999733424956732
433,-0.5251362985349608
434,-0.7125531929920222
435,-1.4022623528504088
436,-1.297883160838261
437,0.1763221048244772
438,-0.14340362769752307
439,-0.9268675684458341
440,-1.3641095540228503
441,-2.267652585778469
442,-1.235206482737423
443,-0.7519757494266965
444,-1.8738466856781102
445,-1.033557022909822
446,-1.0480454310575942
447,-1.0973231299391932
448,-0.7112793467953193
449,-0.9478419253215433
450,0.0021503784577633633
451,-0.0010150290331153167
452,-0.6516647946056562
453,-0.7835534079026674
454,-0.20055756192968954
455,-0.3232125165090366
456,-0.6349898226712639
457,-1.865731443235881
458,-0.5466304018021064
459,-0.2595253520863322
460,-1.3499319060171886
461,-1.8440269402972043
462,-2.2657699621728136
463,-1.4408766870556071
464,-1.6161746714119853
465,-0.5510918447178204
466,-0.4675729046982994
467,-0.9825522037293288
468,-0.2670673959787512
469,-0.07892197108911353
470,-0.9406142933300244
471,-0.9600074038247708
472,-1.3152686690379218
473,-0.4468898315293692
474,-0.29347695197981255
475,-0.7891753269376065
476,-0.25224253374280786
477,-1.3804522377818245
478,-0.6693105696618711
479,-0.3919366150974852
480,-0.8275815730543832
481,-0.8751380799254221
482,-0.7802207828265254
483,-1.051918181146304
484,-0.5031258530469498
485,-0.6609910313056307
486,-0.3888445317174724
487,-0.33751955614099594
488,-0.5799869353919549
489,-0.8985717853822817
490,-0.5786305601054238
491,-0.420325767205604
492,-0.7661524606897288
493,0.027303149193979942
494,-0.7562947947622993
495,-0.7119169402159379
496,-1.3278150588320468
497,-0.34582055335053274
498,-1.0795805765190758
499,-1.2864215173803824
500,-0.9377016149094062
501,-0.35281531123250887
502,-0.7355853704618736
503,-0.6922068548293504
504,-1.1009933441948707
505,-1.969055003995698
506,-0.7184066094668976
507,-2.442465344408879
508,-0.41855471656680626
509,0.1834749820108326
510,-1.6820839027724976
511,0.3934857949520813
512,0.04964016216241737
513,-0.5893199465359047
514,-0.5409774029175016
515,-1.2661754688964677
516,-0.9542636659118279
517,-0.5031756675580982
518,-0.8186260459120157
519,-1.121911455954063
520,-0.7535620639858542
521,-0.8607487106973756
522,-1.185191703785446
523,-0.14894140498999062
524,0.20234315663429592
525,-0.4298791761807453
526,-0.2613684193235312
527,-1.1427298838769413
528,0.06821497118636632
529,-0.24558746914304086
530,-0.5237887188008409
531,-0.4743721685844818
532,-0.1326355358117728
533,-1.1477043630903547
534,-0.37045777086840015
535,-1.4833357515074204
536,-0.5928828382038802
537,-0.2757751268034468
538,-1.8594292943535973
539,-0.756288571443759
540,0.19820355464971445
541,-0.3784755424117452
542,0.31037172930919205
543,0.025095165578194023
544,0.01539018879098275
545,0.28276600916951544
546,0.02869646592638042
547,0.5619611154798904
548,-1.2135687797726817
549,-0.7322361069850337
550,-0.3760393886133827
551,-1.3218899551985777
552,-0.8050449744428908
553,-2.4287940775434107
554,-1.339713279284554
555,-0.5875221059668279
556,-0.5621964885156459
557,-0.5959697110273882
558,-1.2247285356602253
559,-0.6115351129325303
560,-0.6947995332679378
561,-1.695302667040989
562,-0.17385750430538424
563,-1.1503580499109545
564,-1.1076469690783157
565,-0.3367879654707708
566,-1.292855338422069
567,-1.3113942129721572
568,-1.3090261041596614
569,-0.788264892111125
570,-2.776654452377245
571,-0.7209845764674759
572,-0.18045929045087417
573,-1.0442652685425258
574,-0.18510081399440573
575,-0.5553277493790603
576,-1.4117997067017365
577,-1.9513486315444557
578,-2.9855103921761152
579,-1.2338233391110955
580,-1.211211029950863
581,-0.3614188138893304
582,-1.5856771961033114
583,-0.7033372349181874
584,-0.35272147086627026
585,-0.42525130412264267
586,-1.849192709587049
587,-0.747158520069879
588,-0.8847414853130054
589,0.42560948281875943
590,-2.0256047805364363
591,-1.1396426129428083
592,-0.09786445460043913
593,-0.48546260289327664
594,-1.3630594666767082
595,-0.276448452846326
596,-1.4744610391266413
597,-0.8197729893197337
598,0.04529251614183196
599,-0.47481606874543986
600,-1.9891114447875098
601,-0.7801921189131458
602,-0.41074324598688344
603,-0.2844586098350937
604,0.08131113121164898
605,-1.8014847110176009
606,-0.9275474900116265
607,-0.15752779408163026
608,0.08576306352984284
609,-0.20377149411482456
610,-1.9903674433261607
611,0.01745013595558692
612,-0.9463336274733685
613,-1.0432285287999836
614,-3.309841670888731
615,-1.0813654881005228
616,-1.5251760525052298
617,-2.044064864498888
618,-0.44451624576912907
619,-0.5245952752926167
620,-0.5644558266429656
621,-1.759185830584906
622,-1.3185891404863899
623,-1.2567586558828683
624,0.04131246784909086
625,-1.0873700256788759
626,-1.5614888932670896
627,-0.20283851578851156
628,-2.8234683458875627
629,-0.4035200679401273
630,-0.27649720009504863
631,-1.942500979447221
632,-0.2939647572044401
633,-0.672669715919957
634,-0.6624042077707171
635,-1.1979163272829867
636,-0.6953066506690943
637,-1.04912178986426
638,-0.060527627182809116
639,-0.07730435085298562
640,-1.6111552443623587
641,-1.2243359278402408
642,-0.6199192876593449
643,-1.3941941136606921
644,-2.036128938272769
645,-1.917197992367181
646,-1.1493705066751148
647,-2.2663093016577838
648,-0.0999661764281371
649,-0.4728723684559632
650,-1.5396594212853585
651,0.16336426019987635
652,-0.9347218090863618
653,-0.9790802799433214
654,-0.03928915141487058
655,-0.6590285069855168
656,0.04501062003597745
657,-1.047292625664237
658,-0.3790987818665515
659,-1.9211838312304346
660,-0.45227420048814354
661,-0.6888483181171274
662,-0.8198925588734377
663,-0.5612070902008047
664,0.3555899587156025
665,-0.7693636452822232
666,-0.9912129189849149
667,-2.208751988948119
668,-0.33703444351161677
669,-0.5544475560413336
670,0.11861572202762574
671,-0.5865426048943506
672,-0.8971299568278616
673,-0.6019848464280505
674,-0.4262222372100204
675,0.4810770492874738
676,-1.8482834122028435
677,-2.5354947823288256
678,0.2225049040156953
679,-0.9617586469339452
680,-0.7620743843359516
681,-2.4451113995919598
682,-0.6317334405903363
683,-0.6124952977125062
684,0.4018288939744168
685,-0.44230946998436216
686,-0.3943066007040991
687,-0.746199646908255
688,-1.4501418271083442
689,-1.2379046123206665
690,-0.5695139340637683
691,-0.37264784566652076
692,-0.061693865101643555
693,-0.25330815546033425
694,-1.8943305371362276
695,-0.45124326535784504
696,-1.1127285935257043
697,-0.18497306927914023
698,-0.35568828498694366
699,-0.4779406320565716
700,-1.587087716345475
701,-0.7128102162267769
702,-0.7828449596956215
703,0.21282351463385263
704,-0.23555581972821876
705,-0.9417595865130188
706,-0.6919552116776442
707,-0.42380996860916165
708,-1.2556207019477585
709,-0.12771064723215309
710,-1.3820804372969921
711,0.24730642290388394
712,-1.3511430008907033
713,-0.2241562883568073
714,0.07830858826655403
715,-0.3574629840988301
716,-1.0402395675517995
717,-0.24314415065108663
718,-0.4766222075086798
719,-0.506538265030422
720,0.1334579501213868
721,0.09333677054619471
722,-0.8079118081701191
723,-0.243366262115207
724,-0.32554984034820156
725,-0.5877421459771365
726,0.6706418432962861
727,-0.8834665856519913
728,-1.2202896681284299
729,-1.1113980143741933
730,-0.295170636270517
731,-0.3640163711277631
732,-0.13027137303654296
733,-1.175772413857475
734,-0.18044397511548166
735,-1.590152590147289
736,0.11464346465875214
737,-0.8924928453108676
738,-1.2093190193720285
739,-0.19655950242150363
740,0.14347404924720225
741,-1.5856571214954518
742,-0.3601130700199934
743,-0.3951560028545582
744,-0.02187821984438662
745,-0.6765057137836927
746,-1.8860420053615168
747,-0.14245421862662466
748,-0.25515983060586545
749,-1.3225754809021673
750,-0.26208265367079286
751,-0.32565829382137745
752,-2.4983094877838887
753,-1.2988182004094395
754,-0.47693718758172415
755,-0.22300959133498224
756,-0.7908891245210369
757,-1.532383593992133
758,-2.406515177043545
759,-0.1746625419904313
760,-0.3265375568632629
761,-0.7662626899835366
762,-0.8004940191296039
763,-0.12919691712356526
764,-0.06381751461934418
765,-1.6845693744975527
766,-0.9799274419983384
767,-1.7967791552715122
768,-0.030791548868450258
769,-2.0303943804375715
770,-0.6498357357438919
771,-0.49469648828800794
772,-0.06453439607090863
773,-0.544622707892873
774,-0.17243588146467467
775,-0.3962917383951583
776,-0.11043100137084638
777,-1.0414005988134831
778,-0.061024153894795596
779,-0.5123718959296333
780,-1.0290468864975277
781,-0.9718515903770999
782,0.09787837459027263
783,-0.671808534816689
784,-0.43370264114492363
785,-1.275031521971624
786,-0.9758544982612872
787,-1.965004937764276
788,-0.37213858320433235
789,-1.5925795842388109
790,-0.9473694384635163
791,-0.2144079858253564
792,0.2601273612887503
793,-1.3162465312341003
794,-0.47743015432231206
795,-0.10381372883741521
796,-0.4906456474486675
797,-1.3166455830173518
798,-1.2292275000970248
799,-0.3358781543841341
800,-0.11660668495056918
801,-1.2412960555169643
802,-2.2148564282668324
803,-1.6312386314493221
804,-0.6319246067881276
805,-0.42962444666726796
806,-0.31077367593848787
807,-1.4142512055252017
808,-0.5630562505329231
809,0.10294453835496206
810,-1.8053641485203524
811,-2.651734874031083
812,-1.1974756228001917
813,-0.6840570211293878
814,-1.4561440404883683
815,-1.6698081078762177
816,-1.6532201971551364
817,-0.843355075913088
818,-0.4336416028248301
819,-0.9908412252049232
820,-0.6445940799549459
821,-0.9234258522354308
822,-0.320421325721491
823,-0.6205094696555258
824,-1.6088261441167664
825,-0.12031881854589349
826,-1.8422846378093691
827,-0.6364356798511919
828,-1.6615291227164497
829,-0.6613711160531509
830,-1.6226213902853603
831,-2.3156786364622515
832,-1.4207510625453124
833,0.1621775301129654
834,-0.913989655367484
835,-0.07197192756728438
836,-0.2814311503745974
837,-0.2519616975572247
838,-0.8735284311819407
839,-1.844789129738153
840,-0.16704907829237947
841,-0.11009679031488778
842,-1.0453981808317154
843,-0.7141981571710811
844,-1.9506212888199899
845,-0.1381273942918237
846,0.12838734675015268
847,-0.8151569783144634
848,-1.7181708467953563
849,-0.09784866844584685
850,-1.1900098735696194
851,-1.15901130202634
852,-2.0058653010928538
853,-0.6051878146177516
854,-1.2280401071720077
855,-1.0867551294940911
856,-0.24111385394508286
857,-0.2669884679591401
858,-0.7770795774225759
859,-0.8259633795461541
860,-1.8408660753303676
861,-0.5058333667659489
862,-0.7148418327740946
863,-1.1971563684612259
864,-0.6232077338942078
865,0.16302938057782743
866,-0.814739782652639
867,-2.1070815947181902
868,-0.7478613162552519
869,-0.23633281070973497
870,-0.04203347306786892
871,-0.8868749595087798
872,0.2759865083728204
873,0.02057903974327624
874,-0.9513721561643671
875,-1.7486501107051227
876,-2.007828504376288
877,-0.10603764935189303
878,-0.664861036217677
879,-2.023271565113949
880,-0.5239860056204465
881,-0.9753420928722774
882,-0.5721829160811742
883,-1.2659061290573765
884,-0.1868034881702224
885,-1.1276963222888545
886,-0.2649443999206165
887,-0.41354891364433133
888,-0.41089595132656054
889,-0.8641494639256135
890,0.06571792324180495
891,-0.6005788179297691
892,-1.3167786017518708
893,-1.527494380851366
894,-1.452904848273455
895,-0.01244126482924951
896,-1.2908829107939048
897,-0.5636535985251433
898,-0.8481133904159492
899,-0.48744471071763446
900,-0.24416046773392952
901,-0.23349348137712636
902,-0.12711707370111658
903,-0.5551023583717745
904,-0.14319094078880396
905,-0.8393143262656811
906,-0.8952101812854758
907,-1.469236413688737
908,-1.7763256772408584
909,-0.237153190047846
910,-0.8775213538954819
911,-0.548655928461611
912,-0.6695820106852046
913,-1.1866648274098022
914,-2.0337836093070814
915,-0.8985268302361534
916,-0.2639898960055407
917,-0.8488659588248595
918,-0.6687457848962499
919,-0.2550942501812798
920,-0.8314589460889714
921,-0.012343138123293962
922,-0.3197531335862591
923,-0.8083308138372886
924,-0.3389238870224634
925,-1.0713540774143022
926,-0.05936266444290499
927,-1.3485865544297866
928,-0.3330461421377749
929,-0.1999932261957848
930,-0.5337946262305341
931,-1.1794783511293208
932,-1.2247423688702213
933,-1.2048007054186145
934,-0.2680288890353967
935,-0.963512393223959
936,-0.44150659494674954
937,0.21304371305018086
938,-1.418473545489401
939,-0.06863968636890384
940,-0.005449605554945086
941,-1.1633989132080418
942,-0.07740052363461675
943,-0.5654759525031052
944,-0.9244405367305788
945,-0.03890906595288242
946,-0.9322090306901607
947,-1.3721459200065131
948,-1.6573493825957506
949,-0.06166315974239339
950,-1.4273815170962085
951,-0.27377714286225713
952,-0.4253865589792597
953,-0.16576686931164017
954,0.1026497342986104
955,-0.5091015840408142
956,-0.9665486658109268
957,-0.9432621949294439
958,-1.1113188851389042
959,-1.0051028160753808
960,-0.907673070883769
961,-0.3023536797223223
962,-0.017149458359886405
963,-1.5857338824394118
964,-0.8696764594421738
965,-0.4508837605994246
966,-1.0221073165641565
967,0.07851299532351047
968,-0.38875721894834475
969,-0.8000405827167836
970,-1.5178171214064218
971,-1.8868985519253396
972,-0.5501479531670446
973,-0.6608879163671537
974,-1.631483516727429
975,-0.6263492717085455
976,-0.00425361126559326
977,-1.062913731386808
978,0.16363503249875663
979,-1.0157024214413664
980,-0.41765034214040136
981,-2.002202991516862
982,-0.6551329831523574
983,0.13088326359373276
984,-1.5920337411880332
985,0.10141709815541211
986,0.1338619988349193
987,-1.5472674178663448
988,-1.4706885207069909
989,-0.0468104795716958
990,-0.07953674615192699
991,-0.8258863924146573
992,-1.1545944699507413
993,-1.4831695066864068
994,-1.2804646693556858
995,-0.7125430440667959
996,-0.7890129704479499
997,-0.27036318146732174
998,-0.5947308735572385
999,-0.2864886712766386
